date,cash,total_value,shares_BMNR,shares_BE,shares_OKLO,shares_IREN,shares_SNDK
2024-08-19,40009.798409461975,93577.38798522949,0,1355,1886,2941,0
2024-08-20,40009.798409461975,92567.29920005798,0,1355,1886,2941,0
2024-08-21,40009.798409461975,94600.31949138641,0,1355,1886,2941,0
2024-08-22,40009.798409461975,91830.31918525696,0,1355,1886,2941,0
2024-08-23,40009.798409461975,94727.81796741486,0,1355,1886,2941,0
2024-08-26,40009.798409461975,93111.67823123932,0,1355,1886,2941,0
2024-08-27,40009.798409461975,92106.66913461685,0,1355,1886,2941,0
2024-08-28,40009.798409461975,89249.2585887909,0,1355,1886,2941,0
2024-08-29,40009.798409461975,93337.45934677124,0,1355,1886,2941,0
2024-08-30,40009.798409461975,90670.57735824585,0,1355,1886,2941,0
2024-09-03,40009.798409461975,85777.53959798813,0,1355,1886,2941,0
2024-09-04,40009.798409461975,85885.18821954727,0,1355,1886,2941,0
2024-09-05,40009.798409461975,85842.53831529617,0,1355,1886,2941,0
2024-09-06,40009.798409461975,82974.82860708237,0,1355,1886,2941,0
2024-09-09,40009.798409461975,84846.27892589569,0,1355,1886,2941,0
2024-09-10,40009.798409461975,87394.51879739761,0,1355,1886,2941,0
2024-09-11,40009.798409461975,88077.32931184769,0,1355,1886,2941,0
2024-09-12,40009.798409461975,87558.46820783615,0,1355,1886,2941,0
2024-09-13,40009.798409461975,87965.41787481308,0,1355,1886,2941,0
2024-09-16,40009.798409461975,87707.68817567825,0,1355,1886,2941,0
2024-09-17,40009.798409461975,89179.7781906128,0,1355,1886,2941,0
2024-09-18,40009.798409461975,88184.9378619194,0,1355,1886,2941,0
2024-09-19,40009.798409461975,89261.84823894501,0,1355,1886,2941,0
2024-09-20,40009.798409461975,92741.0185880661,0,1355,1886,2941,0
2024-09-23,40009.798409461975,93719.88823080063,0,1355,1886,2941,0
2024-09-24,40009.798409461975,96374.33780288696,0,1355,1886,2941,0
2024-09-25,40009.798409461975,95000.40661334991,0,1355,1886,2941,0
2024-09-26,40009.798409461975,97148.55839538574,0,1355,1886,2941,0
2024-09-27,40009.798409461975,97208.38956069946,0,1355,1886,2941,0
2024-09-30,40009.798409461975,94398.37803173065,0,1355,1886,2941,0
2024-10-01,40009.798409461975,92797.87923669815,0,1355,1886,2941,0
2024-10-02,40009.798409461975,95405.74835014343,0,1355,1886,2941,0
2024-10-03,40009.798409461975,95245.24805355072,0,1355,1886,2941,0
2024-10-04,40009.798409461975,101316.66841220856,0,1355,1886,2941,0
2024-10-07,40009.798409461975,98483.38899421692,0,1355,1886,2941,0
2024-10-08,40009.798409461975,96433.59897041321,0,1355,1886,2941,0
2024-10-09,40009.798409461975,94511.11037063599,0,1355,1886,2941,0
2024-10-10,40009.798409461975,93917.08933830261,0,1355,1886,2941,0
2024-10-11,40009.798409461975,94582.7367067337,0,1355,1886,2941,0
2024-10-14,40009.798409461975,98205.2676038742,0,1355,1886,2941,0
2024-10-15,40009.798409461975,101829.92639541626,0,1355,1886,2941,0
2024-10-16,40009.798409461975,112808.14105129242,0,1355,1886,2941,0
2024-10-17,40009.798409461975,109765.32677841187,0,1355,1886,2941,0
2024-10-18,40009.798409461975,116068.46666622162,0,1355,1886,2941,0
2024-10-21,40009.798409461975,123752.72691059113,0,1355,1886,2941,0
2024-10-22,40009.798409461975,119771.8068599701,0,1355,1886,2941,0
2024-10-23,40009.798409461975,112300.67781639099,0,1355,1886,2941,0
2024-10-24,40009.798409461975,113698.2461605072,0,1355,1886,2941,0
2024-10-25,40009.798409461975,116128.00956058502,0,1355,1886,2941,0
2024-10-28,40009.798409461975,132026.94677066803,0,1355,1886,2941,0
2024-10-29,40009.798409461975,131625.2897233963,0,1355,1886,2941,0
2024-10-30,40009.798409461975,127216.95687770844,0,1355,1886,2941,0
2024-10-31,40009.798409461975,122199.27686309814,0,1355,1886,2941,0
2024-11-01,40009.798409461975,120964.16854572296,0,1355,1886,2941,0
2024-11-04,40009.798409461975,119399.10723018646,0,1355,1886,2941,0
2024-11-05,40009.798409461975,120563.2165145874,0,1355,1886,2941,0
2024-11-06,40009.798409461975,128306.70736408234,0,1355,1886,2941,0
2024-11-07,40009.798409461975,137528.41761779785,0,1355,1886,2941,0
2024-11-08,40009.798409461975,136327.15654468536,0,1355,1886,2941,0
2024-11-11,40009.798409461975,141339.80724716187,0,1355,1886,2941,0
2024-11-12,40009.798409461975,137429.63752365112,0,1355,1886,2941,0
2024-11-13,40009.798409461975,133964.7591190338,0,1355,1886,2941,0
2024-11-14,40009.798409461975,133422.40624046326,0,1355,1886,2941,0
2024-11-15,40009.798409461975,133982.9678068161,0,1355,1886,2941,0
2024-11-18,40009.798409461975,140046.21782970428,0,1355,1886,2941,0
2024-11-19,40009.798409461975,143921.65652179718,0,1355,1886,2941,0
2024-11-20,40009.798409461975,142829.5999364853,0,1355,1886,2941,0
2024-11-21,40009.798409461975,148618.7990550995,0,1355,1886,2941,0
2024-11-22,40009.798409461975,154145.77937316895,0,1355,1886,2941,0
2024-11-25,40009.798409461975,148996.1187067032,0,1355,1886,2941,0
2024-11-26,40009.798409461975,145153.55147361755,0,1355,1886,2941,0
2024-11-27,40009.798409461975,154745.44748592377,0,1355,1886,2941,0
2024-11-29,40009.798409461975,161333.90184307098,0,1355,1886,2941,0
2024-12-02,40009.798409461975,155527.59731292725,0,1355,1886,2941,0
2024-12-03,40009.798409461975,151421.8068971634,0,1355,1886,2941,0
2024-12-04,40009.798409461975,155948.51097393036,0,1355,1886,2941,0
2024-12-05,40009.798409461975,154671.62590312958,0,1355,1886,2941,0
2024-12-06,40009.798409461975,163287.44902801514,0,1355,1886,2941,0
2024-12-09,40009.798409461975,156589.34926700592,0,1355,1886,2941,0
2024-12-10,40009.798409461975,145843.52661323547,0,1355,1886,2941,0
2024-12-11,40009.798409461975,148358.02877998352,0,1355,1886,2941,0
2024-12-12,40009.798409461975,147770.80016613007,0,1355,1886,2941,0
2024-12-13,40009.798409461975,148188.33890151978,0,1355,1886,2941,0
2024-12-16,40009.798409461975,151205.63658046722,0,1355,1886,2941,0
2024-12-17,40009.798409461975,149975.6784029007,0,1355,1886,2941,0
2024-12-18,40009.798409461975,142137.10592269897,0,1355,1886,2941,0
2024-12-19,40009.798409461975,144114.2704334259,0,1355,1886,2941,0
2024-12-20,40009.798409461975,148012.33164405823,0,1355,1886,2941,0
2024-12-23,40009.798409461975,147416.77030658722,0,1355,1886,2941,0
2024-12-24,40009.798409461975,152238.62069129944,0,1355,1886,2941,0
2024-12-26,40009.798409461975,151667.33048152924,0,1355,1886,2941,0
2024-12-27,40009.798409461975,145500.48929977417,0,1355,1886,2941,0
2024-12-30,40009.798409461975,144348.28676605225,0,1355,1886,2941,0
2024-12-31,40009.798409461975,139024.74540805817,0,1355,1886,2941,0
2025-01-02,40009.798409461975,143648.11037826538,0,1355,1886,2941,0
2025-01-03,40009.798409461975,157707.83844470978,0,1355,1886,2941,0
2025-01-06,40009.798409461975,165730.76913547516,0,1355,1886,2941,0
2025-01-07,40009.798409461975,163071.67802238464,0,1355,1886,2941,0
2025-01-08,40009.798409461975,153216.9295282364,0,1355,1886,2941,0
