date,cash,total_value,shares_BMNR,shares_BE,shares_OKLO,shares_IREN,shares_SNDK
2025-08-04,2.073648452758789,318151.36020088196,0,8813,0,0,0
2025-08-05,102.72123908996582,331459.0090274811,0,2937,1313,0,2635
2025-08-06,27.377450942993164,334278.3370075226,0,4301,2011,0,0
2025-08-07,83.04880332946777,317816.6935558319,1925,2159,1001,4278,0
2025-08-08,83.04880332946777,332832.34860801697,1925,2159,1001,4278,0
2025-08-11,23.616310119628906,343680.08034324646,1457,2282,0,4781,1981
2025-08-12,23.616310119628906,363119.94575691223,1457,2282,0,4781,1981
2025-08-13,142.33707427978516,368276.6593132019,1195,1670,951,4154,1566
2025-08-14,142.33707427978516,370102.4416542053,1195,1670,951,4154,1566
2025-08-15,90.33763885498047,363942.5624008179,1574,2009,0,4620,2042
2025-08-18,32.08717918395996,368457.800239563,2239,2641,0,5931,0
2025-08-19,72.82148551940918,336371.49817848206,1689,1951,0,4489,1886
2025-08-20,33.900333404541016,347256.39723968506,0,7801,0,0,0
2025-08-21,55.396114349365234,349752.74461746216,0,3900,0,8926,0
2025-08-22,76.64113235473633,380645.58240890503,0,2613,0,5920,2736
2025-08-25,100.8985767364502,393888.6687736511,1588,1596,1106,3407,1684
2025-08-26,88.8697738647461,399353.62953948975,0,1999,1343,4342,2108
2025-08-27,88.8697738647461,399222.53774261475,0,1999,1343,4342,2108
2025-08-28,88.8697738647461,421513.97915267944,0,1999,1343,4342,2108
2025-08-29,88.8697738647461,430397.3667945862,0,1999,1343,4342,2108
2025-09-02,88.8697738647461,435620.06381225586,0,1999,1343,4342,2108
2025-09-03,88.8697738647461,436174.2082939148,0,1999,1343,4342,2108
2025-09-04,91.9018611907959,448546.6466445923,0,2722,0,5721,2392
2025-09-05,91.9018611907959,469012.1961479187,0,2722,0,5721,2392
2025-09-08,91.9018611907959,464012.6177482605,0,2722,0,5721,2392
2025-09-09,91.9018611907959,491178.8200263977,0,2722,0,5721,2392
2025-09-10,176.00211906433105,540682.8910999298,0,2146,1832,4019,1828
2025-09-11,142.52898979187012,577209.9357662201,2416,1715,1443,3514,1369
2025-09-12,142.52898979187012,605149.7275753021,2416,1715,1443,3514,1369
2025-09-15,142.52898979187012,635267.3117198944,2416,1715,1443,3514,1369
2025-09-16,142.52898979187012,652622.0345897675,2416,1715,1443,3514,1369
2025-09-17,142.52898979187012,673946.2162227631,2416,1715,1443,3514,1369
2025-09-18,142.52898979187012,698280.1300563812,2416,1715,1443,3514,1369
2025-09-19,142.52898979187012,764673.9788341522,2416,1715,1443,3514,1369
2025-09-22,142.52898979187012,771765.0704402924,2416,1715,1443,3514,1369
2025-09-23,142.52898979187012,762743.740026474,2416,1715,1443,3514,1369
2025-09-24,175.73520469665527,735783.6544399261,0,2658,1402,3902,1842
2025-09-25,15.571592330932617,704079.7831020355,0,0,1970,5070,2489
2025-09-26,88.63792991638184,671721.5591182709,0,0,3038,8023,0
2025-09-29,32.464468002319336,722542.4168682098,0,0,0,7865,3183
2025-09-30,191.48022651672363,726269.5071544647,2797,1717,1301,3095,1294
2025-10-01,67.84452247619629,754722.4568195343,0,2789,0,5343,2077
2025-10-02,253.40032386779785,754566.4857006073,0,2143,1464,4011,1519
2025-10-03,126.3586368560791,777649.7650699615,2746,1722,1221,3082,1211
2025-10-06,126.3586368560791,817343.976770401,2746,1722,1221,3082,1211
2025-10-07,126.3586368560791,811165.8625125885,2746,1722,1221,3082,1211
2025-10-08,126.3586368560791,825108.989107132,2746,1722,1221,3082,1211
2025-10-09,126.3586368560791,834063.5079669952,2746,1722,1221,3082,1211
2025-10-10,126.3586368560791,799228.3378696442,2746,1722,1221,3082,1211
2025-10-13,228.3061466217041,914951.0336093903,0,2774,1783,4754,0
2025-10-14,292.8683109283447,957810.5866794586,3620,1679,1100,2753,1504
2025-10-15,138.07814979553223,983621.6558551788,0,2109,1433,3617,1704
2025-10-16,138.07814979553223,944684.7034549713,0,2109,1433,3617,1704
2025-10-17,138.07814979553223,927886.3379306793,0,2109,1433,3617,1704
2025-10-20,277.58530616760254,924523.1603488922,0,2825,1937,0,2081
2025-10-21,303.9646244049072,875918.8383045197,4224,2097,1570,0,1466
2025-10-22,42.02098274230957,805034.104265213,0,0,0,0,5478
2025-10-23,42.02098274230957,915141.9377002716,0,0,0,0,5478
2025-10-24,42.02098274230957,1019826.5210437775,0,0,0,0,5478
2025-10-27,137.545259475708,966854.271074295,0,2969,0,4958,1826
2025-10-28,241.32000923156738,966461.9903278351,4600,2132,0,3870,1376
2025-10-29,241.32000923156738,1029164.5930194855,4600,2132,0,3870,1376
2025-10-30,162.2104892730713,972447.0773029327,0,2535,2359,0,1655
2025-10-31,202.74483680725098,978283.4128818512,0,3701,0,0,2453
2025-11-03,153.2142734527588,1034909.6132907867,0,2423,0,5091,1666
2025-11-04,153.2142734527588,976208.3198871613,0,2423,0,5091,1666
2025-11-05,153.2142734527588,1092481.9817905426,0,2423,0,5091,1666
2025-11-06,153.2142734527588,1018669.8951587677,0,2423,0,5091,1666
2025-11-07,153.2142734527588,1044317.3188610077,0,2423,0,5091,1666
2025-11-10,141.91683387756348,1090237.6749362946,0,3915,0,0,2034
2025-11-11,141.91683387756348,1050014.6583271027,0,3915,0,0,2034
2025-11-12,259.51091957092285,1072076.134027481,0,0,0,0,3786
2025-11-13,259.51091957092285,922415.5586490631,0,0,0,0,3786
2025-11-14,259.51091957092285,962509.284784317,0,0,0,0,3786
2025-11-17,259.51091957092285,1006881.209405899,0,0,0,0,3786
2025-11-18,259.51091957092285,927564.4631900787,0,0,0,0,3786
2025-11-19,931464.0963382721,931464.0963382721,0,0,0,0,0
2025-11-20,931464.0963382721,931464.0963382721,0,0,0,0,0
2025-11-21,931464.0963382721,931464.0963382721,0,0,0,0,0
2025-11-24,931464.0963382721,931464.0963382721,0,0,0,0,0
2025-11-25,931464.0963382721,931464.0963382721,0,0,0,0,0
2025-11-26,931464.0963382721,931464.0963382721,0,0,0,0,0
2025-11-28,17.74103355407715,931464.0963382721,14066,0,0,9741,0
2025-12-01,21.327302932739258,879309.3727436066,15196,4444,0,0,0
2025-12-02,9.899946212768555,951403.3152332306,0,0,0,23137,0
2025-12-03,55.696157455444336,1017112.3987636566,15113,4961,0,0,0
2025-12-04,52.440664291381836,1134643.1297283173,15624,0,5081,0,0
2025-12-05,121.22481727600098,1063877.8894405365,7811,2231,2541,5948,0
2025-12-08,235.3441677093506,1070915.2905101776,7470,2394,2559,0,1187
2025-12-09,299.9441967010498,1081589.3019237518,5516,1976,2081,4618,985
2025-12-10,299.9441967010498,1064833.6433925629,5516,1976,2081,4618,985
2025-12-11,230.52917289733887,1082612.0301265717,9402,0,3503,0,1493
2025-12-12,141.47841453552246,942043.2375621796,6755,2479,2694,0,1142
2025-12-15,883610.1174640656,883610.1174640656,0,0,0,0,0
2025-12-16,883610.1174640656,883610.1174640656,0,0,0,0,0
2025-12-17,883610.1174640656,883610.1174640656,0,0,0,0,0
2025-12-18,883610.1174640656,883610.1174640656,0,0,0,0,0
2025-12-19,176.13519477844238,883610.1174640656,0,0,0,0,3718
2025-12-22,99.6411075592041,896400.046541214,0,0,0,10661,1859
2025-12-23,124.88519477844238,903876.9965076447,0,3295,0,7161,1230
2025-12-24,165.99675178527832,911086.6551189423,0,0,0,10851,1821
2025-12-26,73.6450252532959,892802.3440303802,0,3300,0,7384,1190
2025-12-29,49.59598350524902,873487.5959835052,0,0,0,0,3576
2025-12-30,49.59598350524902,859076.3203487396,0,0,0,0,3576
2025-12-31,49.59598350524902,848920.4934444427,0,0,0,0,3576
