date,cash,total_value,shares_BMNR,shares_BE,shares_OKLO,shares_IREN,shares_SNDK
2024-12-18,40006.142090797424,174958.94863319397,0,2729,1608,3411,0
2024-12-19,40006.142090797424,175085.9031982422,0,2729,1608,3411,0
2024-12-20,40006.142090797424,180717.6965484619,0,2729,1608,3411,0
2024-12-23,40006.142090797424,179829.85490894318,0,2729,1608,3411,0
2024-12-24,40018.30195236206,184651.50429534912,0,2972,0,6124,0
2024-12-26,40018.30195236206,181773.2226600647,0,2972,0,6124,0
2024-12-27,40018.30195236206,173665.1410522461,0,2972,0,6124,0
2024-12-30,40018.30195236206,167790.5800628662,0,2972,0,6124,0
2024-12-31,40018.30195236206,166164.0973625183,0,2972,0,6124,0
2025-01-02,40018.30195236206,173530.98468017578,0,2972,0,6124,0
2025-01-03,40018.30195236206,181743.50197982788,0,2972,0,6124,0
2025-01-06,40018.30195236206,187824.34339523315,0,2972,0,6124,0
2025-01-07,40018.30195236206,184187.741065979,0,2972,0,6124,0
2025-01-08,40018.30195236206,176838.90085983276,0,2972,0,6124,0
2025-01-10,40018.30195236206,177462.06172561646,0,2972,0,6124,0
2025-01-13,40017.98436832428,172520.50422668457,0,1918,1930,4223,0
2025-01-14,40017.98436832428,173138.99300193787,0,1918,1930,4223,0
2025-01-15,40021.77553939819,178884.434589386,0,3065,2873,0,0
2025-01-16,40021.77553939819,181845.96258735657,0,3065,2873,0,0
2025-01-17,40021.77553939819,188178.2235813141,0,3065,2873,0,0
2025-01-21,40021.77553939819,208726.7755393982,0,3065,2873,0,0
2025-01-22,40021.77553939819,216441.63238334656,0,3065,2873,0,0
2025-01-23,40021.77553939819,236245.26226615906,0,3065,2873,0,0
2025-01-24,40021.77553939819,251538.28302574158,0,3065,2873,0,0
2025-01-27,40021.77553939819,198118.10752677917,0,3065,2873,0,0
2025-01-28,40021.77553939819,200574.5313014984,0,3065,2873,0,0
2025-01-29,40028.574449539185,210033.37077522278,0,0,4816,0,0
2025-01-30,40028.574449539185,241867.1337146759,0,0,4816,0,0
2025-01-31,40028.574449539185,240422.3373889923,0,0,4816,0,0
2025-02-03,40028.574449539185,261227.45591926575,0,0,4816,0,0
2025-02-04,40028.574449539185,265850.81151008606,0,0,4816,0,0
2025-02-05,40028.574449539185,283236.5744495392,0,0,4816,0,0
2025-02-06,40028.574449539185,270040.7263660431,0,0,4816,0,0
2025-02-07,40028.574449539185,307268.4225330353,0,0,4816,0,0
2025-02-10,40028.574449539185,298792.25224494934,0,0,4816,0,0
2025-02-11,40028.574449539185,281213.86326789856,0,0,4816,0,0
2025-02-12,40028.574449539185,301922.65959358215,0,0,4816,0,0
2025-02-13,20048.574449539185,305053.04857063293,0,0,4816,0,555
2025-02-14,20025.385709762573,293807.240152359,0,0,5203,0,0
2025-02-18,20051.399839401245,281163.9485645294,0,5018,2601,0,0
2025-02-19,20051.399839401245,270385.5170612335,0,5018,2601,0,0
2025-02-20,20051.399839401245,261427.8782939911,0,5018,2601,0,0
2025-02-21,20051.399839401245,242229.25260353088,0,5018,2601,0,0
2025-02-24,20051.399839401245,222602.08843040466,0,5018,2601,0,0
2025-02-25,20008.1274433136,213710.92560005188,0,0,6040,0,0
2025-02-26,20008.1274433136,232555.71914863586,0,0,6040,0,0
2025-02-27,20021.121713638306,215643.72375679016,0,4245,3020,0,0
2025-02-28,20021.121713638306,222823.82181358337,0,4245,3020,0,0
2025-03-03,20021.121713638306,208166.61950302124,0,4245,3020,0,0
2025-03-04,20021.121713638306,209761.025182724,0,4245,3020,0,0
2025-03-05,20021.121713638306,213886.32804107666,0,4245,3020,0,0
2025-03-06,20021.121713638306,193496.0670490265,0,4245,3020,0,0
2025-03-07,20021.121713638306,197331.1227722168,0,4245,3020,0,0
2025-03-10,20021.121713638306,187586.8268890381,0,4245,3020,0,0
2025-03-11,20012.634574890137,203065.51963996887,0,0,7187,0,0
2025-03-12,20012.634574890137,208240.16841316223,0,0,7187,0,0
2025-03-13,20012.634574890137,192141.290058136,0,0,7187,0,0
2025-03-14,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-17,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-18,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-19,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-20,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-21,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-24,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-25,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-26,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-27,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-28,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-03-31,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-01,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-02,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-03,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-04,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-07,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-08,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-09,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-10,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-11,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-14,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-15,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-16,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-17,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-21,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-22,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-23,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-24,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-25,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-28,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-29,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-04-30,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-01,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-02,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-05,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-06,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-07,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-08,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-09,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-12,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-13,219236.26963996887,219236.26963996887,0,0,0,0,0
2025-05-14,20011.44867515564,219236.26963996887,0,0,5383,0,0
2025-05-15,20011.44867515564,221389.47785377502,0,0,5383,0,0
2025-05-16,20028.173803329468,223058.21524620056,0,0,2691,12072,0
2025-05-19,20028.173803329468,230036.48211097717,0,0,2691,12072,0
2025-05-20,20028.173803329468,225068.95883750916,0,0,2691,12072,0
2025-05-21,20028.173803329468,226403.97164344788,0,0,2691,12072,0
2025-05-22,20028.173803329468,238942.8538646698,0,0,2691,12072,0
2025-05-23,20028.173803329468,261633.9795475006,0,0,2691,12072,0
2025-05-27,20028.173803329468,276618.3551464081,0,0,2691,12072,0
2025-05-28,20028.173803329468,275636.93417549133,0,0,2691,12072,0
2025-05-29,20028.173803329468,266282.00922966003,0,0,2691,12072,0
2025-05-30,20028.173803329468,263181.78123283386,0,0,2691,12072,0
2025-06-02,20028.173803329468,266532.7645816803,0,0,2691,12072,0
2025-06-03,20071.996604919434,261279.3291797638,0,0,1615,9046,2081
2025-06-04,20044.45725631714,267521.5489768982,0,3055,1260,6562,1554
2025-06-05,47.58023643493652,261463.18648338318,2581,3055,1260,6562,1554
2025-06-06,46.57706546783447,274237.413146019,0,3147,1363,7031,1751
2025-06-09,46.57706546783447,287370.52627658844,0,3147,1363,7031,1751
2025-06-10,46.57706546783447,286307.4843301773,0,3147,1363,7031,1751
2025-06-11,46.57706546783447,306535.4081020355,0,3147,1363,7031,1751
2025-06-12,46.57706546783447,301775.14084148407,0,3147,1363,7031,1751
2025-06-13,46.57706546783447,299424.03872203827,0,3147,1363,7031,1751
2025-06-16,46.57706546783447,311886.7981405258,0,3147,1363,7031,1751
2025-06-17,46.57706546783447,298653.5316553116,0,3147,1363,7031,1751
2025-06-18,46.57706546783447,302775.75716018677,0,3147,1363,7031,1751
2025-06-20,46.57706546783447,302655.8331890106,0,3147,1363,7031,1751
2025-06-23,46.57706546783447,303317.7364797592,0,3147,1363,7031,1751
2025-06-24,46.57706546783447,319048.03821754456,0,3147,1363,7031,1751
2025-06-25,46.57706546783447,309956.4070453644,0,3147,1363,7031,1751
2025-06-26,46.57706546783447,321686.479927063,0,3147,1363,7031,1751
2025-06-27,46.57706546783447,326160.06840991974,0,3147,1363,7031,1751
2025-06-30,46.57706546783447,333486.70477581024,0,3147,1363,7031,1751
2025-07-01,46.57706546783447,326018.3918905258,0,3147,1363,7031,1751
2025-07-02,46.57706546783447,332024.8552045822,0,3147,1363,7031,1751
2025-07-03,46.57706546783447,349075.54559612274,0,3147,1363,7031,1751
2025-07-07,46.57706546783447,351309.394616127,0,3147,1363,7031,1751
2025-07-08,46.57706546783447,349063.68779087067,0,3147,1363,7031,1751
2025-07-09,46.57706546783447,364045.4894990921,0,3147,1363,7031,1751
2025-07-10,46.57706546783447,358922.2654695511,0,3147,1363,7031,1751
2025-07-11,46.57706546783447,351234.13540935516,0,3147,1363,7031,1751
2025-07-14,46.57706546783447,362685.68800258636,0,3147,1363,7031,1751
2025-07-15,46.57706546783447,356257.99266147614,0,3147,1363,7031,1751
2025-07-16,46.57706546783447,359610.28980350494,0,3147,1363,7031,1751
2025-07-17,46.57706546783447,367713.91832637787,0,3147,1363,7031,1751
2025-07-18,46.57706546783447,372720.6822710037,0,3147,1363,7031,1751
2025-07-21,46.57706546783447,365527.3850851059,0,3147,1363,7031,1751
2025-07-22,46.57706546783447,368355.0997514725,0,3147,1363,7031,1751
2025-07-23,46.57706546783447,384761.20519924164,0,3147,1363,7031,1751
2025-07-24,46.57706546783447,406941.9645090103,0,3147,1363,7031,1751
2025-07-25,46.57706546783447,409992.8519163132,0,3147,1363,7031,1751
2025-07-28,46.57706546783447,402329.1016187668,0,3147,1363,7031,1751
2025-07-29,46.57706546783447,392381.3802433014,0,3147,1363,7031,1751
2025-07-30,46.57706546783447,410976.62460041046,0,3147,1363,7031,1751
2025-07-31,46.57706546783447,410527.40123844147,0,3147,1363,7031,1751
2025-08-01,46.57706546783447,393691.51851940155,0,3147,1363,7031,1751
2025-08-04,46.57706546783447,408105.99109745026,0,3147,1363,7031,1751
2025-08-05,46.57706546783447,422099.2998933792,0,3147,1363,7031,1751
