date,ticker,delta_shares,price,cash_after
2024-05-24,BE,-1310,16.290000915527344,61355.813212394714
2024-05-24,OKLO,-2664,10.149999618530273,88395.41219615936
2024-05-24,IREN,-2678,7.829999923706055,109364.15199184418
2024-05-28,BE,2098,16.530000686645508,74684.2105512619
2024-05-28,IREN,4395,7.889999866485596,40007.66113805771
2024-05-29,BE,-2098,15.520000457763672,72568.62209844589
2024-05-29,IREN,-4395,7.739999771118164,106585.92109251022
2024-05-30,BE,2000,16.639999389648438,73305.92231321335
2024-05-30,IREN,4492,7.409999847412109,40020.20299863815
2024-05-31,BE,72,16.31999969482422,38845.16302061081
2024-05-31,OKLO,3359,10.069999694824219,5020.0340456962585
2024-05-31,IREN,-4492,7.789999961853027,40012.71387434006
2024-06-03,BE,-2072,15.75,72646.71387434006
2024-06-03,OKLO,77,9.289999961853027,71931.38387727737
2024-06-03,IREN,3990,8.0,40011.383877277374
2024-06-04,BE,2161,15.020000457763672,7553.162888050079
2024-06-04,OKLO,352,8.569999694824219,4536.522995471954
2024-06-04,IREN,-3990,8.890000343322754,40007.62436532974
2024-06-05,BE,-2161,15.680000305175781,73892.1050248146
2024-06-05,OKLO,-30,9.09000015258789,74164.80502939224
2024-06-05,IREN,3770,9.0600004196167,40008.60344743729
2024-06-06,BE,2299,15.350000381469727,4718.952570438385
2024-06-06,OKLO,404,8.479999542236328,1293.0327553749084
2024-06-06,IREN,-3770,10.270000457763672,40010.93448114395
2024-06-07,BE,-2299,14.84000015258789,74128.09483194351
2024-06-07,OKLO,-38,8.350000381469727,74445.39484643936
2024-06-07,IREN,3270,10.529999732971191,40012.295719623566
2024-06-10,BE,2347,15.130000114440918,4502.185451030731
2024-06-10,OKLO,-199,9.050000190734863,6303.135488986969
2024-06-10,IREN,-3270,10.3100004196167,40016.836861133575
2024-06-11,BE,-2347,14.75,74635.08686113358
2024-06-11,OKLO,-3925,9.449999809265137,111726.33611249924
2024-06-11,IREN,5807,12.350000381469727,40009.883897304535
2024-06-12,BE,2570,15.3100004196167,663.1828188896179
2024-06-12,IREN,-2904,13.550000190734863,40012.38337278366
2024-06-14,BE,-2570,14.329999923706055,76840.48317670822
2024-06-14,IREN,2786,13.220000267028809,40009.56243276596
2024-06-17,OKLO,8746,9.399999618530273,-42202.83423089981
2024-06-17,IREN,-5689,14.449999809265137,40003.21468400955
2024-06-18,OKLO,-4373,9.890000343322754,83252.18618535995
2024-06-18,IREN,3100,13.949999809265137,40007.18677663803
2024-06-20,OKLO,-4373,9.34000015258789,80851.00744390488
2024-06-20,IREN,2938,13.899999618530273,40012.80856466293
2024-06-21,BE,2085,12.819999694824219,13283.109200954437
2024-06-21,OKLO,2963,9.020000457763672,-13443.152155399323
2024-06-21,IREN,-4026,13.279999732971191,40022.126769542694
2024-06-24,BE,-2085,13.239999771118164,67627.52629232407
2024-06-24,OKLO,5571,9.520000457763672,14591.60374212265
2024-06-24,IREN,-2012,12.630000114440918,40003.16397237778
2024-06-25,BE,6029,13.319999694824219,-40303.11418771744
2024-06-25,OKLO,-8534,9.40999984741211,40001.824510097504
2024-06-26,BE,-6029,12.619999885559082,116087.80382013321
2024-06-26,OKLO,8510,8.9399995803833,40008.40739107132
2024-06-27,BE,2793,13.039999961853027,3587.687497615814
2024-06-27,OKLO,-4255,8.5600004196167,40010.48928308487
2024-06-28,BE,-2793,12.239999771118164,74196.8086438179
2024-06-28,OKLO,4037,8.470000267028809,40003.4175658226
2024-07-02,OKLO,-4146,8.029999732971191,73295.79645872116
2024-07-02,IREN,2313,14.390000343322754,40011.72566461563
2024-07-05,BE,2734,12.15999984741211,6766.286081790924
2024-07-05,OKLO,199,7.650000095367432,5243.936062812805
2024-07-05,IREN,-2313,15.029999732971191,40008.32544517517
2024-07-08,BE,-2734,12.40999984741211,73937.26502799988
2024-07-08,OKLO,114,7.420000076293945,73091.38501930237
2024-07-08,IREN,2261,14.630000114440918,40012.95476055145
2024-07-09,BE,2579,12.260000228881836,8394.414170265198
2024-07-09,OKLO,-342,7.679999828338623,11020.974111557007
2024-07-09,IREN,-2261,12.819999694824219,40006.993421554565
2024-07-10,BE,-2579,12.800000190734863,73018.19391345978
2024-07-10,OKLO,4243,7.78000020980835,40007.65302324295
2024-07-11,BE,2348,13.369999885559082,8614.893291950226
2024-07-11,OKLO,-8360,7.510000228881836,71398.49520540237
2024-07-11,IREN,2803,11.199999809265137,40004.895740032196
2024-07-12,BE,-2348,13.970000267028809,72806.45636701584
2024-07-12,OKLO,7817,8.609999656677246,5502.089050769806
2024-07-12,IREN,-2803,12.3100004196167,40007.020226955414
2024-07-15,BE,2344,14.539999961853027,5925.260316371918
2024-07-15,OKLO,-7817,8.720000267028809,74089.50240373611
2024-07-15,IREN,2841,11.994999885559082,40011.70772886276
2024-07-16,BE,-2344,15.079999923706055,75359.22755002975
2024-07-16,IREN,-2841,12.34000015258789,110417.16798353195
2024-07-17,BE,2304,15.279999732971191,75212.04859876633
2024-07-17,IREN,3126,11.260000228881836,40013.28788328171
2024-07-18,BE,-2304,14.649999618530273,73766.88700437546
2024-07-18,IREN,-3126,10.229999542236328,105745.86557340622
2024-07-19,BE,2318,14.180000305175781,72876.62486600876
2024-07-19,OKLO,3817,8.609999656677246,40012.25617647171
2024-07-22,BE,-2318,14.25,73043.75617647171
2024-07-22,OKLO,-3817,9.010000228881836,107434.92705011368
2024-07-22,IREN,5823,11.579999923706055,40004.58749437332
2024-07-23,BE,2098,15.109999656677246,8303.80821466446
2024-07-23,IREN,-2912,10.890000343322754,40015.48921442032
2024-07-24,BE,2052,14.479999542236328,10302.530153751373
2024-07-24,IREN,-2911,10.204999923706055,40009.2849316597
2024-07-25,BE,-4150,14.479999542236328,100101.28303194046
2024-07-25,OKLO,7146,8.40999984741211,40003.42412233353
2024-07-26,BE,2265,14.510000228881836,7138.273603916168
2024-07-26,OKLO,-3573,9.199999809265137,40009.8729224205
2024-07-29,BE,-2265,13.789999961853027,71244.22283601761
2024-07-29,OKLO,-3573,8.789999961853027,102650.89269971848
2024-07-30,OKLO,3535,8.859999656677246,71330.79391336441
2024-07-30,IREN,3339,9.380000114440918,40010.973531246185
2024-07-31,OKLO,-3535,9.100000381469727,72179.47487974167
2024-07-31,IREN,-3339,10.069999694824219,105803.20386075974
2024-08-01,BE,1754,12.5,83878.20386075974
2024-08-01,OKLO,2617,8.380000114440918,61947.74356126785
2024-08-01,IREN,2361,9.289999961853027,40014.053651332855
2024-08-02,BE,-1754,11.789999961853027,60693.713584423065
2024-08-02,OKLO,5011,8.1899995803833,19653.625687122345
2024-08-02,IREN,-2361,8.619999885559082,40005.44541692734
2024-08-05,BE,2673,10.899999618530273,10869.746436595917
2024-08-05,OKLO,-3814,7.639999866485596,40008.70592737198
2024-08-06,BE,-2673,10.649999618530273,68476.1549077034
2024-08-06,OKLO,-3814,7.880000114440918,98530.47534418106
2024-08-07,BE,2956,9.899999618530273,69266.07647180557
2024-08-07,OKLO,3922,7.460000038146973,40007.956322193146
2024-08-08,BE,-2956,10.539999961853027,71164.1962094307
2024-08-08,OKLO,-3922,7.28000020980835,99716.35703229904
2024-08-09,BE,2598,11.489999771118164,69865.33762693405
2024-08-09,OKLO,3986,7.489999771118164,40010.19853925705
2024-08-12,BE,2523,11.140000343322754,11903.977673053741
2024-08-12,OKLO,-3986,7.050000190734863,40005.27843332291
2024-08-14,BE,-2561,11.40999984741211,69226.28804254532
2024-08-14,OKLO,3839,7.610000133514404,40011.49752998352
2024-08-15,BE,2394,11.979999542236328,11331.378625869751
2024-08-15,OKLO,-3839,7.46999979019165,40008.7078204155
2024-08-16,BE,-3303,11.609999656677246,78356.53668642044
2024-08-16,OKLO,2553,7.510000228881836,59183.50610208511
2024-08-16,IREN,2405,7.96999979019165,40015.656606674194
2024-08-20,BE,-1651,11.510000228881836,59018.666984558105
2024-08-20,OKLO,-2553,6.920000076293945,76685.42717933655
2024-08-20,IREN,4512,8.130000114440918,40002.866662979126
2024-08-21,BE,2592,11.579999923706055,9987.506860733032
2024-08-21,IREN,-3459,8.680000305175781,40011.62791633606
2024-08-22,BE,-2592,11.239999771118164,69145.70732307434
2024-08-22,OKLO,4221,6.769999980926514,40569.53740358353
2024-08-22,IREN,70,8.100000381469727,40002.537376880646
2024-08-23,OKLO,-4221,7.050000190734863,69760.5881819725
2024-08-23,IREN,-3528,8.619999885559082,100171.94777822495
2024-08-26,BE,2534,11.869999885559082,70093.36806821823
2024-08-26,OKLO,4328,6.949999809265137,40013.76889371872
2024-08-27,BE,-842,11.770000457763672,49924.10927915573
2024-08-27,OKLO,-1446,6.909999847412109,59915.96905851364
2024-08-27,IREN,2533,7.860000133514404,40006.588720321655
2024-08-29,BE,-1692,11.899999618530273,60141.38807487488
2024-08-29,OKLO,1798,6.440000057220459,48562.26797199249
2024-08-29,IREN,1004,8.520000457763672,40008.187512397766
2024-08-30,BE,1565,11.90999984741211,21369.037751197815
2024-08-30,OKLO,-1558,5.96999979019165,30670.297424316406
2024-08-30,IREN,-1181,7.909999847412109,40012.00724411011
2024-09-03,BE,747,11.020000457763672,31780.066902160645
2024-09-03,OKLO,-3122,5.590000152587891,49232.04737854004
2024-09-03,IREN,1337,6.900000095367432,40006.74725103378
2024-09-04,BE,-2312,11.170000076293945,65831.78742742538
2024-09-04,OKLO,8702,5.820000171661377,15186.145933628082
2024-09-04,IREN,-3693,6.71999979019165,40003.10515880585
2024-09-05,OKLO,-8702,5.820000171661377,90648.74665260315
2024-09-05,IREN,7481,6.769999980926514,40002.3767952919
2024-09-09,OKLO,4720,5.650000095367432,13334.376345157623
2024-09-09,IREN,-3741,7.130000114440918,40007.7067732811
2024-09-10,OKLO,-4720,6.090000152587891,68752.50749349594
2024-09-10,IREN,-3740,7.53000020980835,96914.70827817917
2024-09-12,BE,2741,10.380000114440918,68463.12796449661
2024-09-12,IREN,3850,7.389999866485596,40011.62847852707
2024-09-13,BE,-2741,10.199999809265137,67969.82795572281
2024-09-13,IREN,3699,7.559999942779541,40005.38816738129
2024-09-16,IREN,-7549,7.730000019073486,98359.15831136703
2024-09-17,OKLO,9263,6.300000190734863,40002.256544589996
2024-09-18,BE,5682,10.140000343322754,-17613.22540616989
2024-09-18,OKLO,-9263,6.21999979019165,40002.632650375366
2024-09-19,BE,-3788,10.239999771118164,78791.75178337097
2024-09-19,OKLO,2934,6.610000133514404,59398.01139163971
2024-09-19,IREN,2489,7.789999961853027,40008.701486587524
2024-09-20,BE,3975,10.90999984741211,-3358.5479068756104
2024-09-20,OKLO,-2934,8.40999984741211,21316.39164543152
2024-09-20,IREN,-2489,7.510000228881836,40008.78221511841
2024-09-23,BE,-3913,10.859999656677246,82503.96087169647
2024-09-23,OKLO,2557,8.3100004196167,61255.28979873657
2024-09-23,IREN,2679,7.929999828338623,40010.8202586174
2024-09-24,BE,-1956,10.539999961853027,60627.06018400192
2024-09-24,OKLO,5377,8.3100004196167,15944.18792772293
2024-09-24,IREN,-2679,8.979999542236328,40001.606701374054
2024-09-25,BE,3207,10.180000305175781,7354.3457226753235
2024-09-25,OKLO,-3967,8.229999542236328,40002.75390672684
2024-09-26,BE,-3207,10.40999984741211,73387.62341737747
2024-09-26,OKLO,-3967,8.579999923706055,107424.48311471939
2024-09-26,IREN,7384,9.130000114440918,40008.56226968765
2024-09-27,OKLO,7393,8.84000015258789,-25345.558858394623
2024-09-27,IREN,-7384,8.850000381469727,40002.84395837784
2024-09-30,BE,2832,10.5600004196167,10096.922770023346
2024-09-30,OKLO,-7393,8.09000015258789,69906.29389810562
2024-09-30,IREN,3543,8.4399995803833,40003.37538480759
2024-10-01,BE,-994,10.210000038146973,50152.11542272568
2024-10-01,OKLO,2182,8.600000381469727,31386.914590358734
2024-10-01,IREN,-1115,7.730000019073486,40005.86461162567
2024-10-02,BE,-1838,10.729999542236328,59727.60377025604
2024-10-02,OKLO,-2182,9.5,80456.60377025604
2024-10-02,IREN,5186,7.800000190734863,40005.80278110504
2024-10-03,BE,2802,10.649999618530273,10164.503849983215
2024-10-03,IREN,-3807,7.840000152587891,40011.384430885315
2024-10-04,BE,-2802,10.829999923706055,70357.04421710968
2024-10-04,IREN,3497,8.680000305175781,40003.08314990997
2024-10-07,OKLO,5786,10.539999961853027,-20981.356629371643
2024-10-07,IREN,-7304,8.350000381469727,40007.04615688324
2024-10-08,BE,2822,10.25,11081.54615688324
2024-10-08,OKLO,-2893,10.0,40011.54615688324
2024-10-09,BE,-1005,10.5600004196167,50624.34657859802
2024-10-09,OKLO,-894,9.600000381469727,59206.74691963196
2024-10-09,IREN,2555,7.510000228881836,40018.69633483887
2024-10-11,BE,864,10.739999771118164,30739.336532592773
2024-10-11,OKLO,-1999,9.149999618530273,49030.18577003479
2024-10-11,IREN,1165,7.739999771118164,40013.08603668213
2024-10-14,BE,-2681,10.460000038146973,68056.34613895416
2024-10-14,OKLO,5954,10.039999961853027,8278.186366081238
2024-10-14,IREN,-3720,8.529999732971191,40009.78537273407
2024-10-15,BE,6632,10.460000038146973,-29360.934880256653
2024-10-15,OKLO,-5954,11.649999618530273,40003.162848472595
2024-10-16,BE,-6632,10.40999984741211,109042.2818365097
2024-10-17,BE,3397,10.15999984741211,74528.76235485077
2024-10-17,OKLO,2194,15.729999542236328,40017.143359184265
2024-10-18,BE,-952,10.15999984741211,49689.46321392059
2024-10-18,OKLO,-832,18.229999542236328,64856.82283306122
2024-10-18,IREN,2617,9.489999771118164,40021.49343204498
2024-10-21,BE,1593,9.869999885559082,24298.583614349365
2024-10-21,OKLO,424,22.309999465942383,14839.143840789795
2024-10-21,IREN,-2617,9.619999885559082,40014.68354129791
2024-10-22,BE,-1418,9.729999542236328,53811.822892189026
2024-10-22,OKLO,-562,20.829999923706055,65518.28284931183
2024-10-22,IREN,2748,9.279999732971191,40016.843583106995
2024-10-24,BE,1275,9.1899995803833,28299.594118118286
2024-10-24,OKLO,-1224,18.059999465942383,50405.03346443176
2024-10-24,IREN,1126,9.239999771118164,40000.79372215271
2024-10-25,BE,-62,9.5,40589.79372215271
2024-10-25,OKLO,1905,19.110000610351562,4185.242559432983
2024-10-25,IREN,-3874,9.25,40019.74255943298
2024-10-28,BE,-3833,10.149999618530273,78924.69109725952
2024-10-28,OKLO,1588,24.5,40018.69109725952
2024-10-30,OKLO,-3493,22.889999389648438,119973.45896530151
2024-10-30,IREN,7749,10.319999694824219,40003.78133010864
2024-10-31,IREN,-7749,9.119999885559082,110674.66044330597
2024-11-01,BE,3555,9.9399995803833,75337.96193504333
2024-11-01,IREN,3904,9.050000190734863,40006.76119041443
2024-11-04,BE,-3555,10.819999694824219,78471.86010551453
2024-11-04,IREN,-3904,8.510000228881836,111694.90099906921
2024-11-05,IREN,8019,8.9399995803833,40005.044363975525
2024-11-06,IREN,-8019,11.039999961853027,128534.80405807495
2024-11-07,OKLO,3333,26.559999465942383,40010.32583808899
2024-11-08,OKLO,-1667,24.469999313354492,80801.81469345093
2024-11-08,IREN,3711,10.989999771118164,40017.92554283142
2024-11-11,OKLO,-1666,24.059999465942383,80101.88465309143
2024-11-11,IREN,-3711,12.75,127417.13465309143
2024-11-12,OKLO,3869,22.59000015258789,40016.42406272888
2024-11-13,BE,3283,13.600000381469727,-4632.3771896362305
2024-11-13,OKLO,-3869,23.079999923706055,84664.1425151825
2024-11-13,IREN,4104,10.880000114440918,40012.62204551697
2024-11-14,BE,-3283,13.279999732971191,83610.86116886139
2024-11-14,OKLO,3601,23.8799991607666,-2381.015809059143
2024-11-14,IREN,-4104,10.329999923706055,40013.303877830505
2024-11-15,BE,1022,21.139999389648438,18408.224501609802
2024-11-15,OKLO,-2401,18.0,61626.2245016098
2024-11-15,IREN,2025,10.670000076293945,40019.47434711456
2024-11-18,BE,-1022,22.809999465942383,63331.29380130768
2024-11-18,OKLO,-1200,20.670000076293945,88135.29389286041
2024-11-18,IREN,4696,10.25,40001.29389286041
2024-11-19,OKLO,3209,21.799999237060547,-29954.903658866882
2024-11-19,IREN,-6721,10.40999984741211,40010.705315589905
2024-11-20,BE,1355,24.799999237060547,6406.706349372864
2024-11-20,OKLO,-3209,20.950000762939453,73635.25879764557
2024-11-20,IREN,3328,10.100000381469727,40022.45752811432
2024-11-21,BE,-2,23.940000534057617,40070.337529182434
2024-11-21,OKLO,1284,25.229999542236328,7675.018116950989
2024-11-21,IREN,-3328,9.720000267028809,40023.179005622864
2024-11-22,BE,1256,25.760000228881836,7668.618718147278
2024-11-22,OKLO,-1284,25.200000762939453,40025.419697761536
2024-11-26,BE,-1740,26.170000076293945,85561.219830513
2024-11-26,OKLO,1033,22.040000915527344,62793.898884773254
2024-11-26,IREN,2381,9.5600004196167,40031.53788566589
2024-11-29,BE,594,27.450000762939453,23726.23743247986
2024-11-29,OKLO,674,23.540000915527344,7860.276815414429
2024-11-29,IREN,-2381,13.510000228881836,40027.58736038208
2024-12-02,BE,1410,26.920000076293945,2070.387252807617
2024-12-02,OKLO,-1707,22.229999542236328,40016.99647140503
2024-12-03,BE,-1437,26.139999389648438,77580.17559432983
2024-12-03,OKLO,1865,20.1299991607666,40037.72715950012
2024-12-04,BE,-476,26.280000686645508,52547.007486343384
2024-12-04,OKLO,-625,20.34000015258789,65259.507581710815
2024-12-04,IREN,1768,14.270000457763672,40030.14677238464
2024-12-06,BE,-960,27.079999923706055,66026.94669914246
2024-12-06,OKLO,2429,21.90999984741211,12807.557069778442
2024-12-06,IREN,-1768,15.390000343322754,40017.07767677307
2024-12-09,BE,1386,26.579999923706055,3177.1977825164795
2024-12-09,OKLO,-3669,20.09000015258789,76887.40834236145
2024-12-09,IREN,2540,14.510000228881836,40032.00776100159
2024-12-10,BE,30,23.469999313354492,39327.90778160095
2024-12-10,OKLO,1804,18.420000076293945,6098.227643966675
2024-12-10,IREN,-2540,13.359999656677246,40032.62677192688
2024-12-11,BE,-1416,23.600000381469727,73450.22731208801
2024-12-11,OKLO,1735,19.270000457763672,40016.77651786804
2024-12-12,OKLO,-1770,18.3700008392334,72531.67800331116
2024-12-12,IREN,2421,13.430000305175781,40017.64726448059
2024-12-13,BE,1260,25.59000015258789,7774.247072219849
2024-12-13,OKLO,-28,18.530000686645508,8293.087091445923
2024-12-13,IREN,-2421,13.109999656677246,40032.396260261536
2024-12-17,BE,-393,24.770000457763672,49767.00644016266
2024-12-17,OKLO,-616,19.100000381469727,61532.60667514801
2024-12-17,IREN,1565,13.729999542236328,40045.15739154816
2024-12-18,BE,-867,23.459999084472656,60384.97659778595
2024-12-18,OKLO,-1125,18.3799991607666,81062.47565364838
2024-12-18,IREN,-1565,12.130000114440918,100045.92583274841
2024-12-19,OKLO,2864,20.959999084472656,40016.488454818726
2024-12-20,OKLO,-2864,21.520000457763672,101649.76976585388
2024-12-23,BE,1273,24.200000762939453,70843.16879463196
2024-12-23,IREN,2739,11.25,40029.41879463196
2024-12-24,BE,-1273,24.329999923706055,71001.50869750977
2024-12-24,IREN,-2739,11.8100004196167,103349.0998468399
2024-12-26,BE,1301,24.329999923706055,71695.76994609833
2024-12-26,IREN,2793,11.34000015258789,40023.14951992035
2024-12-27,BE,-1301,22.899999618530273,69816.04902362823
2024-12-27,IREN,-2793,10.710000038146973,99729.07913017273
2024-12-30,IREN,6008,9.9399995803833,40009.56165122986
2024-12-31,BE,2656,22.209999084472656,-18980.195917129517
2024-12-31,IREN,-6008,9.819999694824219,40018.36224937439
2025-01-02,BE,-2656,23.3700008392334,102089.0844783783
2025-01-02,OKLO,1420,21.850000381469727,71062.08393669128
2025-01-02,IREN,2967,10.460000038146973,40027.263823509216
2025-01-03,BE,1487,24.31999969482422,3863.424277305603
2025-01-03,OKLO,-1420,27.25,42558.4242773056
2025-01-03,IREN,223,11.34000015258789,40029.6042432785
2025-01-06,BE,-1487,25.479999542236328,77918.36356258392
2025-01-06,IREN,3221,11.770000457763672,40007.192088127136
2025-01-07,BE,970,25.059999465942383,15698.992606163025
2025-01-07,OKLO,824,29.5,-8609.007393836975
2025-01-07,IREN,-4274,11.380000114440918,40029.11309528351
2025-01-08,BE,-970,24.3799991607666,63677.71228122711
2025-01-08,OKLO,-824,26.1200008392334,85200.59297275543
2025-01-08,IREN,-2137,10.510000228881836,107660.46346187592
2025-01-10,BE,2869,23.579999923706055,40009.443680763245
2025-01-13,BE,-2869,23.030000686645508,106082.5156507492
2025-01-13,IREN,6317,10.460000038146973,40006.69540977478
2025-01-14,BE,3107,22.299999237060547,-29279.40221977234
2025-01-14,IREN,-6317,10.970000267028809,40018.089467048645
2025-01-15,BE,-3107,22.649999618530273,110391.6382818222
2025-01-15,IREN,6094,11.550000190734863,40005.93711948395
2025-01-16,BE,2961,23.559999465942383,-29755.221299171448
2025-01-16,IREN,-6094,11.449999809265137,40021.077538490295
2025-01-17,BE,-2961,23.920000076293945,110848.19776439667
2025-01-17,IREN,5908,11.989999771118164,40011.279116630554
2025-01-21,BE,1240,25.75,8081.279116630554
2025-01-21,IREN,-2954,10.8100004196167,40014.020356178284
2025-01-22,BE,54,25.530000686645508,38635.400319099426
2025-01-22,OKLO,967,34.16999816894531,5593.012089729309
2025-01-22,IREN,-2954,11.65999984741211,40036.65163898468
2025-01-23,BE,-1294,27.670000076293945,75841.63173770905
2025-01-23,OKLO,-967,38.779998779296875,113341.89055728912
2025-01-23,IREN,5972,12.279999732971191,40005.73215198517
2025-01-24,BE,1334,29.809999465942383,239.19286441802979
2025-01-24,OKLO,951,41.81999969482422,-39531.6268453598
2025-01-24,IREN,-5972,13.319999694824219,40015.41133213043
2025-01-27,BE,-7,22.420000076293945,40172.35133266449
2025-01-27,OKLO,-951,31.110000610351562,69757.96191310883
2025-01-27,IREN,2948,10.09000015258789,40012.641463279724
2025-01-28,BE,-1327,20.399999618530273,67083.4409570694
2025-01-28,IREN,2686,10.079999923706055,40008.561161994934
2025-01-29,BE,1256,22.3799991607666,11899.282216072083
2025-01-29,IREN,-2817,9.979999542236328,40012.94092655182
2025-01-30,BE,-1256,23.520000457763672,69554.06150150299
2025-01-30,IREN,2869,10.300000190734863,40003.36095428467
2025-01-31,BE,1232,23.579999923706055,10952.801048278809
2025-01-31,IREN,-2843,10.220000267028809,40008.26180744171
2025-02-03,BE,-1232,23.56999969482422,69046.50143146515
2025-02-03,IREN,2719,10.680000305175781,40007.5806016922
2025-02-04,BE,2570,23.110000610351562,-19385.120966911316
2025-02-04,IREN,-5562,10.680000305175781,40017.04073047638
2025-02-05,BE,-2570,24.260000228881836,102365.2413187027
2025-02-06,BE,2516,24.780000686645508,40018.7595911026
2025-02-07,BE,-2516,24.780000686645508,102365.2413187027
2025-02-07,OKLO,1123,55.4900016784668,40049.969433784485
2025-02-10,BE,2378,25.389999389648438,-20327.4491147995
2025-02-10,OKLO,-1123,53.72999954223633,40011.3403711319
2025-02-11,BE,-2378,24.06999969482422,97249.79964542389
2025-02-11,OKLO,1143,50.08000183105469,40008.35755252838
2025-02-14,BE,1584,25.40999984741211,-20221.0822057724
2025-02-14,OKLO,-378,52.619998931884766,-330.7226095199585
2025-02-14,SNDK,-555,36.650001525878906,20010.028237342834
2025-02-18,BE,-1584,26.020000457763672,61225.70896244049
2025-02-18,OKLO,821,50.189998626708984,20019.720089912415
2025-02-19,BE,900,26.5,-3830.2799100875854
2025-02-19,OKLO,-1058,45.119998931884766,43906.6789598465
2025-02-19,IREN,1835,13.0,20051.678959846497
2025-02-20,BE,-900,25.989999771118164,43442.678753852844
2025-02-20,OKLO,1081,42.65999984741211,-2672.781081199646
2025-02-20,IREN,-1835,12.359999656677246,20007.8182888031
2025-02-21,OKLO,-1609,38.790000915527344,82420.9297618866
2025-02-24,OKLO,915,34.08000183105469,51237.72808647156
2025-02-24,IREN,3071,10.15999984741211,20036.36855506897
2025-02-25,OKLO,-915,32.06999969482422,49380.41827583313
2025-02-25,IREN,3346,8.779999732971191,20002.539169311523
2025-02-27,BE,1094,23.040000915527344,-5203.221832275391
2025-02-27,OKLO,778,32.38999938964844,-30402.641357421875
2025-02-27,IREN,-6417,7.860000133514404,20034.979499340057
2025-02-28,BE,-1094,24.020000457763672,46312.860000133514
2025-02-28,OKLO,-778,33.38999938964844,72290.27952528
2025-03-03,BE,2232,23.420000076293945,20016.839354991913
2025-03-04,BE,-2232,22.700000762939453,70683.24105787277
2025-03-04,IREN,6721,7.539999961853027,20006.901314258575
2025-03-05,BE,2246,24.1200008392334,-34166.62057065964
2025-03-05,IREN,-6721,8.0600004196167,20004.642249584198
2025-03-06,BE,-1123,22.389999389648438,45148.61156415939
2025-03-06,IREN,3300,7.619999885559082,20002.611941814423
2025-03-07,BE,-1123,23.079999923706055,45921.45185613632
2025-03-07,IREN,3366,7.699999809265137,20003.252498149872
2025-03-10,BE,975,22.6200008392334,-2051.2483201026917
2025-03-10,IREN,-3333,6.619999885559082,20013.21129846573
2025-03-12,BE,-975,24.549999237060547,43949.46055459976
2025-03-12,IREN,-3333,7.039999961853027,67413.7804274559
2025-03-13,IREN,7024,6.75,20001.780427455902
2025-03-14,BE,2069,24.469999313354492,-30626.648151874542
2025-03-14,IREN,-7024,7.210000038146973,20016.392116069794
2025-03-17,BE,-2069,24.190000534057617,70065.503221035
2025-03-17,OKLO,1788,28.0,20001.503221035004
2025-03-19,BE,1031,24.309999465942383,-5062.106228351593
2025-03-19,OKLO,-1788,28.049999237060547,45091.292407512665
2025-03-19,IREN,3482,7.199999809265137,20020.89307165146
2025-03-20,BE,-1031,25.40999984741211,46218.60291433334
2025-03-20,OKLO,1848,27.770000457763672,-5100.357931613922
2025-03-20,IREN,-3482,7.210000038146973,20004.862201213837
2025-03-21,OKLO,-924,27.15999984741211,45100.702060222626
2025-03-21,IREN,3510,7.150000095367432,20004.20172548294
2025-03-24,BE,2412,23.030000686645508,-35544.159930706024
2025-03-24,OKLO,-924,30.90999984741211,-6983.320071697235
2025-03-24,IREN,-3510,7.690000057220459,20008.580129146576
2025-03-25,BE,-1206,23.110000610351562,47879.24086523056
2025-03-25,OKLO,963,28.93000030517578,20019.650571346283
2025-03-26,BE,-33,22.280000686645508,20754.890594005585
2025-03-26,OKLO,-963,26.3700008392334,46149.20140218735
2025-03-26,IREN,3895,6.710000038146973,20013.75125360489
2025-03-28,BE,-395,20.329999923706055,28044.10122346878
2025-03-28,OKLO,707,22.389999389648438,12214.371654987335
2025-03-28,IREN,-1287,6.070000171661377,20026.461875915527
2025-03-31,BE,1587,19.65999984741211,-11173.95788192749
2025-03-31,OKLO,-707,21.6299991607666,4118.451524734497
2025-03-31,IREN,-2608,6.090000152587891,20001.171922683716
2025-04-01,BE,-1183,21.239999771118164,45128.091651916504
2025-04-01,OKLO,1114,22.530000686645508,20029.67088699341
2025-04-02,BE,1198,21.1200008392334,-5272.090118408203
2025-04-02,OKLO,-1114,22.700000762939453,20015.710731506348
2025-04-03,BE,-1190,19.34000015258789,43030.31091308594
2025-04-03,IREN,3811,6.039999961853027,20011.87105846405
2025-04-07,BE,1300,17.239999771118164,-2400.128643989563
2025-04-07,IREN,-3811,5.880000114440918,20008.551792144775
2025-04-09,BE,-1245,17.8700008392334,42256.70283699036
2025-04-09,IREN,3771,5.900000095367432,20007.80247735977
2025-04-10,BE,1229,16.850000381469727,-700.8479914665222
2025-04-10,IREN,-3771,5.489999771118164,20001.941145420074
2025-04-11,BE,-1237,17.639999389648438,41822.62039041519
2025-04-11,OKLO,969,22.5,20020.12039041519
2025-04-14,BE,-8,17.899999618530273,20163.320387363434
2025-04-14,OKLO,-969,22.549999237060547,42014.269648075104
2025-04-14,IREN,3827,5.75,20009.019648075104
2025-04-15,BE,-1229,18.309999465942383,42512.00899171829
2025-04-15,OKLO,1885,23.0,-842.9910082817078
2025-04-15,IREN,-3827,5.449999809265137,20014.15826177597
2025-04-16,OKLO,-943,21.559999465942383,40345.23775815964
