date,ticker,delta_shares,price,cash_after
2025-01-03,BE,-855,24.31999969482422,60819.97859954834
2025-01-03,OKLO,-915,27.25,85753.72859954834
2025-01-03,IREN,-1912,11.34000015258789,107435.80889129639
2025-02-14,SNDK,-555,36.650001525878906,107796.55973815918
2025-04-01,BE,1377,21.239999771118164,78549.08005332947
2025-04-01,OKLO,1298,22.530000686645508,49305.1391620636
2025-04-01,IREN,-4407,6.639999866485596,78567.61857366562
2025-04-02,BE,1,21.1200008392334,78546.49857282639
2025-04-02,OKLO,-2580,22.700000762939453,137112.50054121017
2025-04-02,IREN,102,6.760000228881836,136422.98051786423
2025-04-03,BE,156,19.34000015258789,133405.94049406052
2025-04-03,OKLO,-73,21.889999389648438,135003.91044950485
2025-04-03,IREN,9217,6.039999961853027,79333.2308011055
2025-04-07,BE,108,17.239999771118164,77471.31082582474
2025-04-07,OKLO,64,21.93000030517578,76067.79080629349
2025-04-07,IREN,-9727,5.880000114440918,133262.5519194603
2025-04-09,BE,-92,17.8700008392334,134906.59199666977
2025-04-09,OKLO,141,24.079999923706055,131511.31200742722
2025-04-09,IREN,9510,5.900000095367432,75402.31110048294
2025-04-10,BE,55,16.850000381469727,74475.5610795021
2025-04-10,OKLO,-40,22.719999313354492,75384.36105203629
2025-04-10,IREN,-9623,5.489999771118164,128214.62884950638
2025-04-11,BE,-56,17.639999389648438,129202.46881532669
2025-04-11,OKLO,2404,22.5,75112.46881532669
2025-04-11,IREN,73,5.630000114440918,74701.4788069725
2025-04-14,BE,-25,17.899999618530273,75148.97879743576
2025-04-14,OKLO,-2424,22.549999237060547,129810.17694807053
2025-04-14,IREN,9602,5.75,74598.67694807053
2025-04-15,BE,-2990,18.309999465942383,129345.57535123825
2025-04-15,OKLO,2377,23.0,74674.57535123825
2025-04-15,IREN,-9673,5.449999809265137,127392.42350625992
2025-04-16,BE,-19,17.829999923706055,127731.19350481033
2025-04-16,OKLO,61,21.559999465942383,126416.03353738785
2025-04-16,IREN,9768,5.46999979019165,72985.0755867958
2025-04-17,BE,3088,17.0,20489.075586795807
2025-04-17,OKLO,-2468,21.979999542236328,74735.71445703506
2025-04-17,IREN,-9719,5.590000152587891,129064.92594003677
2025-04-21,BE,-3295,16.3799991607666,183037.02317476273
2025-04-21,OKLO,2599,20.389999389648438,130043.41476106644
2025-04-21,IREN,9908,5.510000228881836,75450.3324933052
2025-04-22,BE,3402,16.8799991607666,18024.575348377228
2025-04-22,OKLO,-2700,21.530000686645508,76155.5772023201
2025-04-22,IREN,-9796,6.059999942779541,135519.33664178848
2025-04-23,BE,-76,17.260000228881836,136831.0966591835
2025-04-23,OKLO,134,23.3700008392334,133699.51654672623
2025-04-23,IREN,9389,6.099999904632568,76426.61744213104
2025-04-24,BE,-3211,18.139999389648438,134674.15548229218
2025-04-24,OKLO,2383,24.31999969482422,76719.59620952606
2025-04-24,IREN,-82,6.300000190734863,77236.19622516632
2025-04-30,BE,49,18.31999969482422,76338.51624011993
2025-04-30,OKLO,3,23.739999771118164,76267.29624080658
2025-04-30,IREN,-9125,6.110000133514404,132021.04745912552
2025-05-01,BE,3276,16.809999465942383,76951.48920869827
2025-05-01,OKLO,-2295,26.309999465942383,137332.93798303604
2025-05-01,IREN,-30,6.369999885559082,137524.0379796028
2025-05-02,BE,13,16.440000534057617,137310.31797266006
2025-05-02,OKLO,13,26.239999771118164,136969.19797563553
2025-05-02,IREN,9046,6.53000020980835,77898.8160777092
2025-05-05,BE,-3517,16.31999969482422,135296.25500440598
2025-05-05,OKLO,2228,25.469999313354492,78549.09653425217
2025-05-05,IREN,197,6.190000057220459,77329.66652297974
2025-05-06,BE,3611,16.34000015258789,18325.925971984863
2025-05-06,OKLO,-2183,28.65999984741211,80890.7056388855
2025-05-06,IREN,-9295,6.5,141308.2056388855
2025-05-09,BE,-3584,17.6200008392334,204458.288646698
2025-05-09,OKLO,-26,28.09000015258789,205188.62865066528
2025-05-09,IREN,336,7.039999961853027,202823.18866348267
2025-05-12,BE,2870,18.90999984741211,148551.4891014099
2025-05-12,OKLO,336,28.850000381469727,138857.88897323608
2025-05-12,IREN,1455,7.510000228881836,127930.83864021301
2025-05-12,SNDK,523,41.27000045776367,106346.62840080261
2025-05-14,BE,-144,20.25,109262.62840080261
2025-05-14,OKLO,203,37.0099983215332,101749.59874153137
2025-05-14,IREN,340,7.96999979019165,99039.79881286621
2025-05-14,SNDK,-1004,41.93000030517578,141137.5191192627
2025-05-16,BE,-5,20.110000610351562,141238.06912231445
2025-05-16,OKLO,1074,37.720001220703125,100726.7878112793
2025-05-16,IREN,160,8.40999984741211,99381.18783569336
2025-05-16,SNDK,-12,40.439998626708984,99866.46781921387
2025-05-19,BE,-2039,19.229999542236328,139076.43688583374
2025-05-19,OKLO,-1035,39.72999954223633,180196.98641204834
2025-05-19,IREN,16,8.539999961853027,180060.3464126587
2025-05-19,SNDK,1012,38.779998779296875,140814.98764801025
2025-05-20,BE,2124,19.110000610351562,100225.34635162354
2025-05-20,OKLO,-41,37.56999969482422,101765.71633911133
2025-05-20,IREN,-33,8.609999656677246,102049.84632778168
2025-05-20,SNDK,-1031,40.18000030517578,143475.4266424179
2025-05-21,BE,-2201,18.209999084472656,183555.63462734222
2025-05-21,OKLO,1103,36.810001373291016,142954.20311260223
2025-05-21,IREN,87,8.890000343322754,142180.77308273315
2025-05-21,SNDK,1042,38.599998474121094,101959.57467269897
2025-05-22,BE,2240,18.3700008392334,60810.77279281616
2025-05-22,OKLO,-1072,39.720001220703125,103390.61410140991
2025-05-22,IREN,94,9.279999732971191,102518.29412651062
2025-05-22,SNDK,-1072,37.84000015258789,143082.77429008484
2025-05-23,BE,-2132,19.479999542236328,184614.1333141327
2025-05-23,OKLO,111,48.869998931884766,179189.56343269348
2025-05-23,IREN,38,9.119999885559082,178843.00343704224
2025-05-23,SNDK,11,37.279998779296875,178432.92345046997
2025-05-27,BE,53,19.760000228881836,177385.64343833923
2025-05-27,OKLO,758,53.900001525878906,136529.44228172302
2025-05-27,IREN,4233,9.239999771118164,97416.52325057983
2025-05-27,SNDK,33,38.18000030517578,96156.58324050903
2025-05-28,BE,-4,19.59000015258789,96234.94324111938
2025-05-28,OKLO,-10,55.2400016784668,96787.34325790405
2025-05-28,IREN,-4200,8.859999656677246,133999.3418159485
2025-05-28,SNDK,989,38.58000183105469,95843.7200050354
2025-05-29,BE,-64,18.56999969482422,97032.19998550415
2025-05-29,OKLO,18,52.93000030517578,96079.45998001099
2025-05-29,IREN,4365,8.600000381469727,58540.45831489563
