date,portfolio_value,capital,positions_value,num_positions,CCI_shares,CCI_value,NFLX_shares,NFLX_value,MO_shares,MO_value,O_shares,O_value,NKE_shares,NKE_value,BKNG_shares,BKNG_value,AMT_shares,AMT_value,TMO_shares,TMO_value,AEP_shares,AEP_value,ECL_shares,ECL_value,TXN_shares,TXN_value,PLD_shares,PLD_value,HON_shares,HON_value,ABT_shares,ABT_value,ABBV_shares,ABBV_value,MPC_shares,MPC_value,ORCL_shares,ORCL_value,SO_shares,SO_value,ADBE_shares,ADBE_value,AMZN_shares,AMZN_value,WELL_shares,WELL_value,EQIX_shares,EQIX_value,FCX_shares,FCX_value,T_shares,T_value,KO_shares,KO_value,AVGO_shares,AVGO_value,COP_shares,COP_value,CVX_shares,CVX_value,DVN_shares,DVN_value,PCG_shares,PCG_value,AMGN_shares,AMGN_value,META_shares,META_value,PG_shares,PG_value,MSFT_shares,MSFT_value,daily_returns,cumulative_returns,drawdown
2022-11-10,100954.327458313,90021.43869488526,10932.888763427734,1,94.0,10932.888763427734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008673565393056082,0.009543274583129868,0.0
2022-11-11,101097.03717510987,90021.43869488526,11075.59848022461,1,94.0,11075.59848022461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014136067307843891,0.010970371751098718,0.0
2022-11-14,100674.4230088501,90021.43869488526,10652.984313964844,1,94.0,10652.984313964844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00418028241052959,0.006744230088501002,-0.41802824105295683
2022-11-15,100744.596699646,79960.90806642151,20783.68863322449,2,94.0,10723.158004760742,324.0,10050.48014831543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000697035937218482,0.007445966996459941,-0.3486160280379
2022-11-16,100568.36188569642,79960.90806642151,20607.453819274902,2,94.0,10692.406051635742,324.0,9915.04776763916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017493227401068623,0.005683618856964223,-0.5229384601031762
2022-11-17,100063.47940126038,79960.90806642151,20102.571334838867,2,94.0,10535.499374389648,324.0,9567.071960449219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005020291421370393,0.000634794012603912,-1.022342298775055
2022-11-18,100001.99897828675,79960.90806642151,20041.090911865234,2,94.0,10710.538803100586,324.0,9330.552108764648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006144142032787903,1.998978286743558e-05,-1.0831555774739579
2022-11-21,100164.89605012513,79960.90806642151,20203.987983703613,2,94.0,10968.368255615234,324.0,9235.619728088379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016289381562637484,0.0016489605012512953,-0.9220261552969009
2022-11-22,100218.0325247345,79960.90806642151,20257.12445831299,2,94.0,10968.368255615234,324.0,9288.756202697754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005304899890554715,0.0021803252473451273,-0.8694662820363845
2022-11-23,100453.51142182923,79960.90806642151,20492.603355407715,2,94.0,11048.003479003906,324.0,9444.599876403809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023496659349864224,0.004535114218292335,-0.6365426438422658
2022-11-25,100344.77417054749,79960.90806642151,20383.866104125977,2,94.0,11132.369827270508,324.0,9251.496276855469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010824634175815584,0.003447741705475016,-0.7440999514747286
2022-11-28,99913.81938233948,69988.19449162293,29925.624890716557,3,94.0,10843.003128051758,324.0,9109.908187866211,286.0,9962.75082397461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004294740725367063,-0.0008618061766051399,-1.1703783076460894
2022-11-29,100170.2585709076,69988.19449162293,30182.064079284668,3,94.0,10968.368255615234,324.0,9103.104217529297,286.0,10110.591606140137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025666038006895153,0.0017025857090759988,-0.9167218249897944
2022-11-30,101316.95042729187,69988.19449162293,31328.755935668945,3,94.0,11151.292175292969,324.0,9899.171836853027,286.0,10278.29192352295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011447428335952248,0.013169504272918742,0.0
2022-12-01,101803.91874241638,69988.19449162293,31815.724250793457,3,94.0,11173.370040893555,324.0,10269.179901123047,286.0,10373.174308776855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048063854376863,0.018039187424163883,0.0
2022-12-02,101931.40648197937,69988.19449162293,31943.211990356445,3,94.0,11051.945007324219,324.0,10381.284118652344,286.0,10509.982864379883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012522871529685453,0.019314064819793808,0.0
2022-12-05,101458.73774266052,69988.19449162293,31470.543251037598,3,94.0,10929.732528686523,324.0,10127.91625213623,286.0,10412.894470214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00463712564784835,0.014587377426605208,-0.46371256478484046
2022-12-06,100908.27846073914,69988.19449162293,30920.08396911621,3,94.0,10823.29118347168,324.0,9900.143920898438,286.0,10196.648864746094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0054254497362028475,0.009082784607391314,-1.0037416891928348
2022-12-07,101150.57365727234,69988.19449162293,31162.379165649414,3,94.0,10937.617736816406,324.0,9992.807693481445,286.0,10231.953735351562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024011429015458052,0.011505736572723357,-0.7660375262702531
2022-12-08,101356.9510910492,69988.19449162293,31368.75659942627,3,94.0,10976.254180908203,324.0,10052.423698425293,286.0,10340.078720092773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002040299192727524,0.013569510910491855,-0.5635705527439522
2022-12-09,101687.84456181336,69988.19449162293,31699.65007019043,3,94.0,11024.348571777344,324.0,10368.323822021484,286.0,10306.977676391602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032646352046137306,0.016878445618133453,-0.23894688454934188
2022-12-12,101658.26991581726,59813.808712448124,41844.46120336914,4,94.0,11096.101455688477,324.0,10211.831886291504,286.0,10362.142082214355,187.0,10164.221557617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00029083757378800534,0.016582699158172565,-0.26796114719597997
2022-12-13,102162.08252378846,59813.808712448124,42348.27381134033,4,94.0,11430.410614013672,324.0,10379.016128540039,286.0,10329.045402526855,187.0,10209.801666259766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004955943165159127,0.021620825237884667,0.0
2022-12-14,101631.95167585755,59813.808712448124,41818.142963409424,4,94.0,10958.142944335938,324.0,10297.692306518555,286.0,10399.656234741211,187.0,10162.65147781372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0051891155195222805,0.01631951675857546,-0.5189115519522296
2022-12-15,100742.12913557435,59813.808712448124,40928.32042312622,4,94.0,10999.592102050781,324.0,9409.284118652344,286.0,10359.93716430664,187.0,10159.507038116455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00875534244507259,0.007421291355743431,-1.389902548123444
2022-12-16,100226.01952787781,59813.808712448124,40412.21081542969,4,94.0,10742.138442993164,324.0,9419.003723144531,286.0,10273.879905700684,187.0,9977.188743591309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00512307623558339,0.0022601952787781876,-1.8950895949677142
2022-12-19,99993.3053974762,59813.808712448124,40179.496685028076,4,94.0,10617.79670715332,324.0,9340.919975280762,286.0,10234.158653259277,187.0,9986.621349334717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0023218933715798418,-6.694602523804605e-05,-2.122878736156593
2022-12-20,99983.2179264679,59813.808712448124,40169.409214019775,4,94.0,10665.617858886719,324.0,9337.356079101562,286.0,10247.397979736328,187.0,9919.037296295166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00010088146369602313,-0.00016782073532095598,-2.1327527234120427
2022-12-21,100552.63850828553,59813.808712448124,40738.8297958374,4,94.0,10720.618530273438,324.0,9653.903846740723,286.0,10267.669914245605,187.0,10096.637504577637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005695161584381214,0.005526385082855301,-1.5753829363532899
2022-12-22,100552.1382717743,59813.808712448124,40738.32955932617,4,94.0,10808.29458618164,324.0,9647.099876403809,286.0,10310.460159301758,187.0,9972.474937438965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.974872053642443e-06,0.00552138271774294,-1.5758725862301057
2022-12-23,100826.22652479554,49771.81544743347,51054.41107736206,5,94.0,10918.291625976562,324.0,9556.704093933105,286.0,10414.06184387207,187.0,10123.360248565674,91.0,10031.961303710938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027258321675907027,0.00826226524795537,-1.3075849336585965
2022-12-27,100582.55721913147,49771.81544743347,50810.741771698,5,94.0,10914.304916381836,324.0,9207.107940673828,286.0,10468.112335205078,187.0,10076.206493377686,91.0,10145.01008605957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0024167254301056262,0.005825572191314743,-1.5460974029079648
2022-12-28,99678.52989064026,49771.81544743347,49906.71444320679,5,94.0,10749.312942504883,324.0,8970.911911010742,286.0,10326.226249694824,187.0,9937.896800994873,91.0,9922.366539001465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008987913545702275,-0.0032147010935974496,-2.4309925676876256
2022-12-29,100757.63184605408,49771.81544743347,50985.816398620605,5,94.0,11032.273223876953,324.0,9432.287841796875,286.0,10330.732093811035,187.0,10063.633728027344,91.0,10126.889511108398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010825821333819041,0.007576318460540854,-1.3747279255073437
2022-12-30,100537.91127644348,49771.81544743347,50766.09582901001,5,94.0,10811.487396240234,324.0,9554.112281799316,286.0,10294.69515991211,187.0,10008.252925872803,91.0,10097.548065185547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002180684138609945,0.0053791127644349235,-1.5897984919862855
2023-01-03,100918.73570118714,29667.00501371765,71251.73068746948,7,94.0,11024.301956176758,324.0,9556.380271911621,286.0,10251.901641845703,187.0,10066.631931304932,91.0,10247.704452514648,5.0,9997.465209960938,52.0,10087.260498046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003787868873628364,0.009187357011871455,-1.2170335528465832
2023-01-04,102672.52103163148,19632.238206222537,83040.28282540894,8,94.0,11426.030181884766,324.0,10024.883995056152,286.0,10227.130409240723,187.0,10194.435428619385,91.0,10459.9935836792,5.0,10382.318115234375,52.0,10290.724304199219,18.0,10024.742065429688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01737819363529458,0.026725210316314696,0.0
2023-01-05,101970.28755314637,19632.238206222537,82338.04934692383,8,94.0,11218.787979125977,324.0,10034.279777526855,286.0,10218.119812011719,187.0,10001.940505981445,91.0,10409.076850891113,5.0,10552.039794921875,52.0,9967.907897949219,18.0,9935.896728515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006839546467050983,0.01970287553146366,-0.6839546467050973
2023-01-06,103321.40662510681,19632.238206222537,83689.16841888428,8,94.0,11614.13703918457,324.0,10223.820098876953,286.0,10461.356842041016,187.0,10110.811737060547,91.0,10746.497230529785,5.0,10720.831298828125,52.0,10267.228454589844,18.0,9544.485717773438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013250125152939773,0.03321406625106804,0.0
2023-01-09,103681.26877339173,19632.238206222537,84049.03056716919,8,94.0,11587.832931518555,324.0,10211.50806427002,286.0,10355.503326416016,187.0,10208.636768341064,91.0,10774.11270904541,5.0,10864.281005859375,52.0,10304.821655273438,18.0,9742.334106445312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003482938918849987,0.036812687733917215,0.0
2023-01-10,104796.10410435486,9207.039792221074,95589.06431213379,9,94.0,11724.929412841797,324.0,10612.296524047852,286.0,10357.756248474121,187.0,10120.277870178223,91.0,10859.544624328613,5.0,10925.9716796875,52.0,10429.344421386719,18.0,10133.7451171875,120.0,10414.783630371094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010752524001222952,0.0479610410435487,0.0
2023-01-11,106176.5207759552,9207.039792221074,96969.48098373413,9,94.0,12082.812438964844,324.0,10603.224563598633,286.0,10319.469665527344,187.0,10413.75581741333,91.0,11040.768424987793,5.0,10944.9609375,52.0,10719.269653320312,18.0,10392.964233398438,120.0,10452.255249023438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013172404483908329,0.06176520775955208,0.0
2023-01-12,106430.8932735138,9207.039792221074,97223.85348129272,9,94.0,12055.71371459961,324.0,10696.212158203125,286.0,10224.879669189453,187.0,10500.540355682373,91.0,11036.453506469727,5.0,11102.188720703125,52.0,10911.458435058594,18.0,10374.765380859375,120.0,10321.641540527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023957509221397277,0.06430893273513782,0.0
2023-01-13,106682.9521381073,9207.039792221074,97475.91234588623,9,94.0,12024.626846313477,324.0,10783.36848449707,286.0,10274.42431640625,187.0,10443.735710144043,91.0,11119.298553466797,5.0,11321.451416015625,52.0,10939.650756835938,18.0,10415.798217773438,120.0,10153.558044433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002368286658515073,0.06682952138107301,0.0
2023-01-17,106522.78224674988,9207.039792221074,97315.74245452881,9,94.0,11980.787384033203,324.0,10569.528533935547,286.0,10170.82699584961,187.0,10554.186294555664,91.0,11058.026710510254,5.0,11482.2216796875,52.0,10856.949523925781,18.0,10487.515869140625,120.0,10155.699462890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015013635088582111,0.0652278224674987,-0.15013635088582158
2023-01-18,104724.81129566955,9207.039792221074,95517.77150344849,9,94.0,11577.47135925293,324.0,10573.091812133789,286.0,9911.826057434082,187.0,10420.067523956299,91.0,10910.4613571167,5.0,11297.39501953125,52.0,10581.589782714844,18.0,10348.183959960938,120.0,9897.684631347656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016878745683862162,0.04724811295669551,-1.8354768059875366
2023-01-19,104209.35646549988,9207.039792221074,95002.31667327881,9,94.0,11576.671005249023,324.0,10231.271713256836,286.0,10031.190559387207,187.0,10304.886726379395,91.0,10746.497230529785,5.0,11390.618896484375,52.0,10495.130737304688,18.0,10416.154174804688,120.0,9809.895629882812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0049219934014910205,0.042093564654998694,-2.318641941408978
2023-01-20,106027.5316516571,9207.039792221074,96820.49185943604,9,94.0,11806.229888916016,324.0,11097.0,286.0,10121.27798461914,187.0,10473.716316223145,91.0,10926.856658935547,5.0,11532.742919921875,52.0,10403.971252441406,18.0,10590.988403320312,120.0,9867.708435058594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01744733148562494,0.06027531651657103,-0.6143629073947215
2023-01-23,106710.01146809387,9207.039792221074,97502.9716758728,9,94.0,11540.00747680664,324.0,11580.408187866211,286.0,10092.00090789795,187.0,10560.498714447021,91.0,11070.972160339355,5.0,11814.58251953125,52.0,10134.249816894531,18.0,10790.083740234375,120.0,9920.168151855469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006436816983337756,0.06710011468093868,0.0
2023-01-24,106408.58636204529,9207.039792221074,97201.54656982422,9,94.0,11582.253402709961,324.0,11788.091812133789,286.0,10085.242141723633,187.0,10587.319900512695,91.0,10944.980010986328,5.0,11818.3203125,52.0,10110.754760742188,18.0,10360.135986328125,120.0,9924.4482421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002824712526047324,0.06408586362045288,-0.28247125260473765
2023-01-25,106594.37658802795,9207.039792221074,97387.33679580688,9,94.0,11595.003845214844,324.0,11921.90446472168,286.0,10119.025062561035,187.0,10620.455646514893,91.0,10944.117027282715,5.0,11761.3037109375,52.0,10274.750427246094,18.0,10263.799072265625,120.0,9886.9775390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017460078395414858,0.0659437658802795,-0.10836366567207485
2023-01-26,107142.7515308075,9207.039792221074,97935.71173858643,9,94.0,11807.02522277832,324.0,11821.787841796875,286.0,9974.886054992676,187.0,10724.592384338379,91.0,11005.38678741455,5.0,11960.05126953125,52.0,10386.115295410156,18.0,10300.370361328125,120.0,9955.496520996094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051445016175566405,0.071427515308075,0.0
2023-01-27,106958.67988697815,9207.039792221074,97751.64009475708,9,94.0,11642.830017089844,324.0,11688.947891235352,286.0,9941.103134155273,187.0,10776.657543182373,91.0,11005.38678741455,5.0,12124.1650390625,52.0,10374.837097167969,18.0,10233.650390625,120.0,9964.062194824219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001718003702531501,0.06958679886978159,-0.1718003702531555
2023-01-30,106050.88005177307,9207.039792221074,96843.840259552,9,94.0,11537.615737915039,324.0,11440.764266967773,286.0,10022.183235168457,187.0,10693.033138275146,91.0,10905.282760620117,5.0,11988.73291015625,52.0,10246.556518554688,18.0,10067.021850585938,120.0,9942.649841308594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008487388177979893,0.060508800517730776,-1.0190810516196893
2023-01-31,107057.13707844543,9207.039792221074,97850.09728622437,9,94.0,11805.435272216797,324.0,11465.064514160156,286.0,10143.798477172852,187.0,10741.971691131592,91.0,10988.127807617188,5.0,11974.5654296875,52.0,10497.010437011719,18.0,10174.777954101562,120.0,10059.345703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009488436363574992,0.07057137078445441,-0.07990690096981805
2023-02-01,108772.8057872467,9207.039792221074,99565.76599502563,9,94.0,11885.138626098633,324.0,11728.476425170898,286.0,10706.843521118164,187.0,10753.055698394775,91.0,11175.391799926758,5.0,12031.82861328125,52.0,10673.220581054688,18.0,10478.593872070312,120.0,10133.216857910156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01602572939666902,0.08772805787246707,0.0
2023-02-02,109072.18482319641,9207.039792221074,99865.14503097534,9,94.0,12158.536254882812,324.0,11887.235733032227,286.0,10578.469512939453,187.0,10746.72116470337,91.0,11137.42259979248,5.0,12075.858154296875,52.0,10684.968505859375,18.0,10473.421508789062,120.0,10122.511596679688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027523334879793193,0.09072184823196405,0.0
2023-02-03,107837.51830784607,9207.039792221074,98630.478515625,9,94.0,11634.858749389648,324.0,11855.160049438477,286.0,10564.955253601074,187.0,10703.959495544434,91.0,11012.289962768555,5.0,12077.725830078125,52.0,10434.51220703125,18.0,10485.732788085938,120.0,9861.2841796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011319719297378183,0.0783751830784607,-1.1319719297378235
2023-02-06,107386.94595448303,9207.039792221074,98179.90616226196,9,94.0,11618.120880126953,324.0,11711.951614379883,286.0,10576.216590881348,187.0,10726.135356903076,91.0,10850.053192138672,5.0,12150.928955078125,52.0,10364.498352050781,18.0,10278.963500976562,120.0,9903.037719726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004178252248691172,0.07386945954483037,-1.5450674903460617
